name,action probability,planned,used planner,used plan lib,time planning,time checking plan lib,total time,plan lib size
problem_office_1.pddl,0.7,17,17,0,5.888828039169312,0,5.888828039169312,0
problem_office_13.pddl,0.7,37,37,0,37.65954208374024,0,37.65954208374024,0
problem_office_11.pddl,0.7,36,36,0,44.999999046325684,0,44.999999046325684,0
problem_office_12.pddl,0.7,38,38,0,54.80785584449768,0,54.80785584449768,0
problem_office_13.pddl,0.7,25,25,0,21.47457480430603,0,21.47457480430603,0
problem_office_14.pddl,0.7,59,59,0,48.70680975914002,0,48.70680975914002,0
problem_office_16.pddl,0.7,52,52,0,192.1731629371643,0,192.1731629371643,0
problem_office_17.pddl,0.7,37,37,0,73.7309033870697,0,73.7309033870697,0
problem_office_18.pddl,0.7,48,48,0,111.16079688072205,0,111.16079688072205,0
problem_office_2.pddl,0.7,24,24,0,7.7518770694732675,0,7.7518770694732675,0
problem_office_3.pddl,0.7,24,24,0,15.519856452941895,0,15.519856452941895,0
problem_office_4.pddl,0.7,14,14,0,11.724097490310669,0,11.724097490310669,0
problem_office_5.pddl,0.7,30,30,0,23.202863693237305,0,23.202863693237305,0
problem_office_6.pddl,0.7,33,33,0,42.554915189743035,0,42.554915189743035,0
problem_office_1.pddl,0.7,14,14,0,5.028301000595093,0,5.028301000595093,0
problem_office_4.pddl,0.7,27,27,0,26.52354669570923,0,26.52354669570923,0
problem_office_5.pddl,0.7,41,41,0,40.89653182029724,0,40.89653182029724,0
problem_office_12.pddl,0.7,23,23,0,45.27637839317322,0,45.27637839317322,0
problem_office_13.pddl,0.7,38,38,0,39.325008392333984,0,39.325008392333984,0
problem_office_14.pddl,0.7,43,43,0,36.17603611946107,0,36.17603611946107,0
problem_office_12.pddl,0.7,27,27,0,42.60069727897643,0,42.60069727897643,0
problem_office_13.pddl,0.7,26,26,0,19.488439559936523,0,19.488439559936523,0
problem_office_14.pddl,0.7,23,23,0,29.76533818244934,0,29.76533818244934,0
problem_office_17.pddl,0.7,48,48,0,63.90224075317383,0,63.90224075317383,0
problem_office_18.pddl,0.7,38,38,0,121.03821563720705,0,121.03821563720705,0
problem_office_2.pddl,0.7,18,18,0,5.89527702331543,0,5.89527702331543,0
problem_office_18.pddl,0.7,45,45,0,121.59134769439696,0,121.59134769439696,0
problem_office_3.pddl,0.7,24,24,0,18.90041327476501,0,18.90041327476501,0
problem_office_4.pddl,0.7,27,27,0,19.349062442779537,0,19.349062442779537,0
problem_office_5.pddl,0.7,21,21,0,24.445627689361572,0,24.445627689361572,0
problem_office_6.pddl,0.7,29,29,0,45.780845642089844,0,45.780845642089844,0
problem_office_7.pddl,0.7,58,58,0,97.6235876083374,0,97.6235876083374,0
problem_office_8.pddl,0.7,25,25,0,34.4944863319397,0,34.4944863319397,0
problem_office_9.pddl,0.7,56,56,0,65.21884059906006,0,65.21884059906006,0
problem_office_1.pddl,0.7,14,14,0,3.7138071060180655,0,3.7138071060180655,0
problem_office_10.pddl,0.7,65,65,0,94.7106773853302,0,94.7106773853302,0
problem_office_11.pddl,0.7,41,41,0,32.85897326469421,0,32.85897326469421,0
problem_office_9.pddl,0.7,21,21,0,36.71735262870789,0,36.71735262870789,0
problem_office_13.pddl,0.7,28,28,0,29.59704566001892,0,29.59704566001892,0
problem_office_14.pddl,0.7,32,32,0,40.75507164001465,0,40.75507164001465,0
problem_office_12.pddl,0.7,34,34,0,56.41366338729858,0,56.41366338729858,0
problem_office_17.pddl,0.7,58,58,0,114.09951949119568,0,114.09951949119568,0
problem_office_18.pddl,0.7,33,33,0,54.95837235450745,0,54.95837235450745,0
problem_office_3.pddl,0.7,16,16,0,13.543282270431519,0,13.543282270431519,0
problem_office_17.pddl,0.7,57,57,0,109.40170359611513,0,109.40170359611513,0
problem_office_18.pddl,0.7,55,55,0,114.92595362663269,0,114.92595362663269,0
problem_office_6.pddl,0.7,15,15,0,24.30537414550781,0,24.30537414550781,0
problem_office_4.pddl,0.7,12,12,0,5.369117021560669,0,5.369117021560669,0
problem_office_2.pddl,0.7,20,20,0,5.537378787994385,0,5.537378787994385,0
problem_office_20.pddl,0.7,45,45,0,178.8887345790863,0,178.8887345790863,0
problem_office_3.pddl,0.7,24,24,0,21.151293277740482,0,21.151293277740482,0
problem_office_4.pddl,0.7,18,18,0,19.42242813110352,0,19.42242813110352,0
problem_office_5.pddl,0.7,22,22,0,20.073975324630734,0,20.073975324630734,0
problem_office_6.pddl,0.7,31,31,0,38.491876125335686,0,38.491876125335686,0
problem_office_7.pddl,0.7,34,34,0,46.70603108406067,0,46.70603108406067,0
problem_office_11.pddl,0.7,16,16,0,12.905283451080322,0,12.905283451080322,0
problem_office_12.pddl,0.7,52,52,0,87.26148915290833,0,87.26148915290833,0
problem_office_13.pddl,0.7,24,24,0,19.024840593338013,0,19.024840593338013,0
problem_office_14.pddl,0.7,47,47,0,59.05195641517639,0,59.05195641517639,0
problem_office_11.pddl,0.7,33,33,0,35.991876125335686,0,35.991876125335686,0
problem_office_12.pddl,0.7,24,24,0,27.609660863876343,0,27.609660863876343,0
problem_office_13.pddl,0.7,38,38,0,33.94635391235352,0,33.94635391235352,0
problem_office_14.pddl,0.7,26,26,0,31.47606658935547,0,31.47606658935547,0
problem_office_2.pddl,0.7,14,14,0,4.174927234649658,0,4.174927234649658,0
problem_office_3.pddl,0.7,24,24,0,14.487196445465088,0,14.487196445465088,0
problem_office_5.pddl,0.7,23,23,0,26.80480766296387,0,26.80480766296387,0
problem_office_6.pddl,0.7,36,36,0,41.32311201095581,0,41.32311201095581,0
problem_office_2.pddl,0.7,28,28,0,7.0837042331695566,0,7.0837042331695566,0
problem_office_9.pddl,0.7,38,38,0,43.949314832687385,0,43.949314832687385,0
problem_office_4.pddl,0.7,17,17,0,16.544938564300534,0,16.544938564300534,0
problem_office_5.pddl,0.7,21,21,0,14.286048173904419,0,14.286048173904419,0
problem_office_6.pddl,0.7,40,40,0,37.08129978179932,0,37.08129978179932,0
