name,action probability,planned,used planner,used plan lib,time planning,time checking plan lib,total time,plan lib size
problem_office_20.pddl,0.7,44,34,10,158.25677776336667,0.18196749687194824,158.43874526023862,35
problem_office_20.pddl,0.7,41,30,11,159.0341546535492,0.3599579334259033,159.3941125869751,65
problem_office_20.pddl,0.7,51,35,16,127.74052500724792,0.6865031719207764,128.4270281791687,100
problem_office_20.pddl,0.7,38,30,8,96.0495491027832,0.8100471496582031,96.8595962524414,130
problem_office_20.pddl,0.7,45,34,11,168.67141246795654,0.9726488590240479,169.6440613269806,164
