name,action probability,planned,used planner,used plan lib,time planning,time checking plan lib,total time,plan lib size
problem_office_17.pddl,0.7,51,51,0,200.15817403793326,0,200.15817403793326,0
problem_office_17.pddl,0.7,48,48,0,126.41773819923401,0,126.41773819923401,0
problem_office_17.pddl,0.7,37,37,0,83.020751953125,0,83.020751953125,0
problem_office_17.pddl,0.7,40,40,0,97.33536839485168,0,97.33536839485168,0
problem_office_17.pddl,0.7,40,40,0,59.88981294631958,0,59.88981294631958,0
problem_office_17.pddl,0.7,51,51,0,127.92821168899536,0,127.92821168899536,0
problem_office_17.pddl,0.7,37,37,0,72.99748063087462,0,72.99748063087462,0
problem_office_17.pddl,0.7,33,33,0,109.8154592514038,0,109.8154592514038,0
problem_office_17.pddl,0.7,49,49,0,111.79068779945374,0,111.79068779945374,0
problem_office_17.pddl,0.6,75,75,0,146.92551016807556,0,146.92551016807556,0
problem_office_17.pddl,0.6,60,60,0,127.92972707748413,0,127.92972707748413,0
problem_office_17.pddl,0.8,28,28,0,60.56191945075989,0,60.56191945075989,0
problem_office_17.pddl,0.8,26,26,0,59.80898070335388,0,59.80898070335388,0
problem_office_17.pddl,0.8,23,23,0,47.44670677185058,0,47.44670677185058,0
problem_office_17.pddl,0.8,30,30,0,79.68104910850525,0,79.68104910850525,0
problem_office_17.pddl,0.8,24,24,0,95.05349445343019,0,95.05349445343019,0
problem_office_17.pddl,0.8,25,25,0,54.61083793640137,0,54.61083793640137,0
problem_office_17.pddl,0.8,22,22,0,111.6387665271759,0,111.6387665271759,0
problem_office_17.pddl,0.8,33,33,0,81.93711018562317,0,81.93711018562317,0
problem_office_17.pddl,0.8,22,22,0,54.23899221420288,0,54.23899221420288,0
problem_office_17.pddl,0.8,22,22,0,55.52124762535095,0,55.52124762535095,0
problem_office_17.pddl,0.8,21,21,0,41.89729762077332,0,41.89729762077332,0
problem_office_17.pddl,0.8,15,15,0,30.79291343688965,0,30.79291343688965,0
problem_office_17.pddl,0.8,28,28,0,73.10828733444214,0,73.10828733444214,0
problem_office_17.pddl,0.8,31,31,0,72.61426496505737,0,72.61426496505737,0
problem_office_17.pddl,0.8,30,30,0,75.08240628242494,0,75.08240628242494,0
problem_office_17.pddl,0.8,24,24,0,47.509631633758545,0,47.509631633758545,0
problem_office_17.pddl,0.8,21,21,0,43.76086783409119,0,43.76086783409119,0
problem_office_17.pddl,0.8,31,31,0,116.58694672584534,0,116.58694672584534,0
problem_office_17.pddl,0.8,31,31,0,79.77689504623412,0,79.77689504623412,0
problem_office_17.pddl,0.8,20,20,0,36.9248161315918,0,36.9248161315918,0
problem_office_17.pddl,0.8,24,24,0,70.77644133567809,0,70.77644133567809,0
problem_office_17.pddl,0.8,14,14,0,22.70578074455261,0,22.70578074455261,0
problem_office_17.pddl,0.9,11,11,0,24.244715929031372,0,24.244715929031372,0
problem_office_17.pddl,0.9,9,9,0,21.75418996810913,0,21.75418996810913,0
problem_office_17.pddl,0.9,8,8,0,13.400915622711182,0,13.400915622711182,0
problem_office_17.pddl,0.9,15,15,0,42.30604124069214,0,42.30604124069214,0
problem_office_17.pddl,0.9,5,5,0,10.929136037826538,0,10.929136037826538,0
problem_office_17.pddl,0.9,5,5,0,13.12763524055481,0,13.12763524055481,0
problem_office_17.pddl,0.9,10,10,0,39.747021675109856,0,39.747021675109856,0
problem_office_17.pddl,0.9,13,13,0,32.61095356941223,0,32.61095356941223,0
problem_office_17.pddl,0.9,16,16,0,35.509965896606445,0,35.509965896606445,0
problem_office_17.pddl,0.9,13,13,0,28.461294889450073,0,28.461294889450073,0
problem_office_17.pddl,0.9,7,7,0,16.719741106033325,0,16.719741106033325,0
problem_office_17.pddl,0.9,4,4,0,9.889343976974489,0,9.889343976974489,0
problem_office_17.pddl,0.9,9,9,0,33.872820138931274,0,33.872820138931274,0
problem_office_17.pddl,0.9,13,13,0,22.47457218170166,0,22.47457218170166,0
problem_office_17.pddl,0.9,15,15,0,36.63165283203125,0,36.63165283203125,0
problem_office_17.pddl,0.9,4,4,0,9.16222643852234,0,9.16222643852234,0
problem_office_17.pddl,0.9,17,17,0,62.621915578842156,0,62.621915578842156,0
problem_office_17.pddl,0.9,11,11,0,23.18708920478821,0,23.18708920478821,0
problem_office_17.pddl,0.9,11,11,0,23.527899980545047,0,23.527899980545047,0
problem_office_17.pddl,0.9,5,5,0,10.30260705947876,0,10.30260705947876,0
problem_office_17.pddl,0.9,11,11,0,21.74739122390747,0,21.74739122390747,0
problem_office_17.pddl,0.9,9,9,0,15.009980916976929,0,15.009980916976929,0
problem_office_17.pddl,0.9,17,17,0,45.77315354347229,0,45.77315354347229,0
problem_office_17.pddl,0.9,5,5,0,14.775131940841675,0,14.775131940841675,0
